_id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4754558734304938,LmTjXi3Uu,1931704477,FM104襄阳之声,#聚焦襄阳县市区##我们的节日·清明#【南漳：清明节，三万多名党员下沉一线暖民心】清明小长假，湖北省南漳县倡导全县三万多名党员干部，做好文明祭祀、疫情防控、防诈宣传、服务群众“四个表率”，下沉一线，深入基层，用实际行动践初心、暖民心。在南漳经济开发区马家洲村，7名党员敲锣打鼓大声说唱着自编自创的“顺口溜”，挨家挨户向村民宣传文明祭祀、森林防火、疫情防控等知识；在南漳县武安镇赵家营村，党员干部们组成了“党员小分队”，开展“敲家门、叩心门”行动，深入群众家中，收集社情民，帮助解决实际困难；在南漳县九集镇泗堵河村，5名党员干部带着铁锹等灭火工具，沿着山道巡逻，防止森林火灾；在南漳县各大商场、超市、旅游景区、居民小区，到处都有党员们的身影......他们用自己的实际行动为“平安南漳、幸福南漳”贡献力量。（南漳融媒体中心：湛晓靖王成波杨一帆宋志,,,,"聚焦襄阳县市区,我们的节日·清明",0,0,2,2022-04-04 15:50,微博 weibo.com,"['https://wx3.sinaimg.cn/large/7323789dgy1h0wx3ptl00j20z70jtgpt.jpg', 'https://wx1.sinaimg.cn/large/7323789dgy1h0wx3pkiirj20z70jtjxd.jpg', 'https://wx1.sinaimg.cn/large/7323789dgy1h0wx3pcsnhj20z70jt43p.jpg', 'https://wx3.sinaimg.cn/large/7323789dgy1h0wx439x6wj20z70jtdlx.jpg', 'https://wx2.sinaimg.cn/large/7323789dgy1h0wx3po8foj20z70jtn2p.jpg', 'https://wx3.sinaimg.cn/large/7323789dgy1h0wx3pirx2j20z70jtn1p.jpg', 'https://wx3.sinaimg.cn/large/7323789dgy1h0wx3pn41gj20z70jt43j.jpg', 'https://wx4.sinaimg.cn/large/7323789dgy1h0wx3ozxhrj20z70jtq60.jpg', 'https://wx4.sinaimg.cn/large/7323789dgy1h0wx3pdzbqj20z70jtjuj.jpg']",,
4754557756507726,LmTinriXk,2812209690,黄石日报,【多名返鄂人员故意逃避集中隔离警方表示将依法追责】近日，湖北省孝感市汉川市、云梦县，黄冈市团风县等地发生多人故意逃避疫情防控集中隔离事件，警方表示将依法追责。据汉川市公安局消息，3月30日22时30分，汉川市公安局接武汉警方通报，汉川籍由沪返鄂人员刘某（男，32岁，汉川新河镇人）在汉口火车站出站后，防疫人员对其查验行程码和车票信息，并按防疫相关规定准备送其去核酸检测并隔离，在前往转运车途中，刘某趁防疫人员不备逃走。经武汉警方调查，刘某已乘坐出租车回到汉川。接通报后，汉川市公安局高度重视，迅速组织相关单位会同属地派出所开展查找工作，于31日凌晨1时30分许将刘某找到，并立即联系卫生防疫部门将其送至隔离点。经核酸检测结果为阴性，目前正在隔离观察。待其隔离期满后，汉川警方将依法依规对刘某违法行为从严从重处理。O多名返鄂人员故意逃避集中隔离警方表示将依法,,,,,0,0,1,2022-04-04 15:46,HUAWEI P30,,,
4754555453837264,LmTeFg6fm,2936980075,我就笑了啦啦,#唐山疫情#看到湖北黄石小学生因为疫情清明节取消假期而痛哭，我感触颇多。因为河北唐山疫情，我们是县里的一所寄宿制中学，已经三个星期没有放假了，更何况是清明节假期呢。将近一个月学生封闭在学校每天都上课，身心疲惫，学生没有换洗的衣物，没有条件洗澡，眼看着天气越来越热，薄一点的衣服也没有，老师们也是如此。本来共同抗疫是我们的责任，但是这并不是长久之计。希望能够被更多人看到，在疫情中教师和学生也在默默付出！@河北日报@河北新,,,"河北日报,河北新闻网",唐山疫情,1,5,5,2022-04-04 15:36,iPhone客户端,,,
4754555063764741,LmTe2fNnD,7506417535,千帆的夏天2022,因为#疫情#湖北黄石一小学的#清明#假期取消，学生们听闻“噩耗”，当场哭成一片,,,,"疫情,清明",0,1,2,2022-04-04 15:35,iPhone客户端,,,
4754550386330650,LmT6uqyTg,6286295056,小确幸6286295056,湖北工程学院在家的什么时候能开学啊，孝感也好久没有疫情了，自己家也好久没有病例了啊。谁他妈愿意别人天天上线上，还阁教室直播啊？考试怎么考？在家都要呆发霉了都。,,,,,0,1,9,2022-04-04 15:16,湖北工程学院超话,,,
4754546524426290,LmT0giztM,2000016880,楚天交通广播,#湖北援沪医疗队#再次感谢2020年上海医疗队对湖北的增援！2年后，我们湖北援沪医疗队来回报上海人民了！我们来了，带着5800万湖北人民的祝福来了，希望上海人民能早日够战胜疫情，湖北医疗队可以平安归来！L楚天交通广播的微博视频,,,,湖北援沪医疗队,1,1,9,2022-04-04 15:01,微博视频号,,,
4754546478025358,LmT0bxFLg,7331374155,暮屿落_,我说，2020年我在疫情正中心的湖北都没做过这么多次核酸🙏,,,,,0,0,0,2022-04-04 15:01,HUAWEI P30,"['https://wx2.sinaimg.cn/large/00809Hkfgy1h0xp7q6jutj30g00g0mxa.jpg', 'https://wx2.sinaimg.cn/large/00809Hkfgy1h0xp7qpkaaj30hp0hp40p.jpg']",,
4754538840195157,LmSNS0OLH,7373677731,蛋粕2022,今日豆粕稳定，止跌了！鸡蛋受疫情影响河北涨4，湖北涨节后预计05受04影响情绪上涨后慢慢回落，远期合约冲高后回落东北累库存，现在河北也开始有库存了，56月会发生什么？#期货##鸡蛋期货##豆粕期货#,,,,"期货,鸡蛋期货,豆粕期货",0,5,1,2022-04-04 14:30,荣耀20S,,,
4754538030961441,LmSMz4277,2126638444,包里装满零食,#上海疫情#回想起来，当时武汉疫情刚爆发，我们湖北人都很恐慌不知所措的时候，唯一一个在我的微博骂我们湖北的就是上海人,,,,上海疫情,0,2,5,2022-04-04 14:27,iPhone客户端,,,
4754533262038174,LmSES8ydM,6137775268,吃饱才有力气减肥啦,#上海加油鄂来守沪#其实都挺不容易，致敬医护人员和爱岗敬业的基层工作者。两年前疫情突发时的恐慌心情一直没有忘，还好有各地驰援湖北，铭记感恩。希望全国疫情早点结束，大家回归平静生活～,,,,上海加油鄂来守沪,0,0,1,2022-04-04 14:08,小米11 Pro,,,
4754532812720979,LmSE9bpQL,2312821040,中国基金报,【本土1366+11771！星夜驰援：10000名医护，赶赴上海！】据新华社，记者3日从上海市卫健委了解到，全国多地援助上海的医疗队总人数约一万人，于近日分批抵达上海，其中部分医疗队已入驻方舱医院，准备接收新冠肺炎轻症患者和无症状感染者。3日，来自天津、湖北等地的医疗队陆续抵达上海。天津市津南区首批援沪医疗队队长郝术安说，首批30名队员在2日晚接到指令后，星夜集结。“30人都是自愿报名，其中不少有援鄂经历。”详情见O网页链接#疫情防,,,,疫情防控,0,1,4,2022-04-04 14:07,微博 weibo.com,['https://wx4.sinaimg.cn/large/89dad930gy1h0xgl5hqkjj20e40alq48.jpg'],,
4754531641985842,LmSCg8kBI,3761576100,lb不再恋爱脑_,不管哪里疫情严重看到湖北特别武汉的去支援就很想哭啊太庆幸自己是个中国人了,,上海,,,0,0,4,2022-04-04 14:02,nova6 5G自拍大不一样,,,
4754530753578795,LmSAPf10v,1720962692,极目新闻,【多名返鄂人员故意逃避集中隔离警方表示将依法追责】近日，湖北省孝感市汉川市、云梦县，黄冈市团风县等地发生多人故意逃避疫情防控集中隔离事件，警方表示将依法追责。　　据汉川市公安局消息，3月30日22时30分，汉川市公安局接武汉警方通报，汉川籍由沪返鄂人员刘某（男，32岁，汉川新河镇人）在汉口火车站出站后，防疫人员对其查验行程码和车票信息，并按防疫相关规定准备送其去核酸检测并隔离，在前往转运车途中，刘某趁防疫人员不备逃走。经武汉警方调查，刘某已乘坐出租车回到汉川。　　接通报后，汉川市公安局高度重视，迅速组织相关单位会同属地派出所开展查找工作，于31日凌晨1时30分许将刘某找到，并立即联系卫生防疫部门将其送至隔离点。经核酸检测结果为阴性，目前正在隔离观察。待其隔离期满后，汉川警方将依法依规对刘某违法行为从严从重处理。　　据云梦县公安局消息，3月31日，云梦县公安局城关派出所接县疫情防控指挥部指令：一名上海中高风险地区返云梦人员杨某（女，40岁，云梦下辛店人）故意逃避集中隔离，要求立即核查。接到指令后，云梦县公安局城关派出所迅速组织相关单位开展查找工作，于当晚20时许将杨某找到，并立即联系卫生防疫部门将其送至隔离点。经查，杨某从上海市松江区某乡镇返回云梦后未按规定向所在村（社区）主动报备，未遵守疫情防控要求及时进行集中隔离。社区防疫工作人员核实杨某行程轨迹，电话通知杨某需立即参加集中隔离，其拒不配合工作，故意谎报、瞒报行程轨迹。　　目前，杨某经核酸检测结果为阴性，正在隔离观察。待其隔离期满后，云梦公安将依法依规对杨某违法行为从严从重处理。　　据团风县公安局消息，4月2日8时30分许，4名人员在途经武英高速溢流河路段时，翻越围栏进入团风。获得情况后，团风警方会同疫情防控指挥部，迅速采取相应的应急处置措施，及时将4人查获。　　经调查，4月1日晚吴某某、陈某、熊某及陈某某等4名上海返团务工人员，乘私车从上海浦东区返团，在途经武英高速团风县但店镇溢流河路段时，为逃避隔离，翻越围栏进入团风辖区。目前，4人已被集中隔离，核酸检测结果均为阴性，等待他们的将是法律的严惩。（新华,,,,,15,32,131,2022-04-04 13:58,微博 weibo.com,['https://wx4.sinaimg.cn/large/001SsZ0Mgy1h0xndsnaxmj605k05kglr02.jpg'],,
4754527003873978,LmSuMgfNw,1761063822,阿咩咩咩咩咩咩咩咩,同事问我当年武汉疫情的时候我怎么抢菜我：……真没抢过菜湖北物资那么紧缺都没缺过菜，只有口罩倒是挺缺的,,,,,1,7,15,2022-04-04 13:43,iPhone 13,,,
4754526018209102,LmStbyryS,2000016880,楚天交通广播,【2022年4月2日湖北省新冠肺炎疫情情况】4月2日0-24时，全省新增本土确诊病例0例，新增本土无症状感染者18例（其中1例为武汉市报告外省来鄂人员，1例为黄石市报告外省来鄂人员，2例为黄石市报告继发无症状感染者，14例为随州市本土无症状感染者），新增境外输入确诊病例0例，新增境外输入无症状感染者0例，新增疑似病例0例，新增死亡病例0例，当日出院病例0例，当日解除无症状感染者医学观察0例。截至4月2日24时，在定点医疗机构治疗的本土确诊病例1例（为十堰市确诊病例），为普通型；疑似病例0例。尚在集中隔离医学观察的本土无症状感染者43例（其中武汉市3例，孝感市5例，黄冈市3例，黄石市8例，鄂州市2例，襄阳市1例，随州市20例，咸宁市1例）。在定点医疗机构治疗的境外输入确诊病例4例，均为轻型；尚在集中隔离医学观察的境外输入无症状感染者9例。全省累计治愈出院63874例，累计病亡4512例，累计报告新冠肺炎确诊病例68391例。尚在集中隔离医学观察的密切接触者1375人。（湖北卫健委网,,,,,0,0,2,2022-04-04 13:40,微博 weibo.com,['https://wx3.sinaimg.cn/large/002blRKMgy1h0xijld89ij60go0goabh02.jpg'],,
4754524924021276,LmSrqgS7i,6981691986,咔咔咔自由人,#上海核酸#加油上海！这次江苏掏空了家底来支援上海了。也别再说上海离江苏近了，广西百色疫情南京医疗队第一时间过去了，离得近？开始的湖北武汉疫情，江苏出力最多是离得近？怎么一到上海这就是离得近了呢？,,,,上海核酸,0,1,8,2022-04-04 13:35,HarmonyOS设备,['https://wx2.sinaimg.cn/large/007Cut1gly1h0xmndntq2j30u0180grl.jpg'],,
4754521466867739,LmSlQsOBZ,1961743087,张先生家里的小胖子,#湖北疫情#这个疫情真心让人心累啊！啥时候可以好起来,,,,湖北疫情,0,1,0,2022-04-04 13:21,vivo X60 蔡司影像,,,
4754520988978710,LmSl4BFLU,2000016880,楚天交通广播,【#清明#出行安全提示】#交警提醒#今天是清明假期第二天，受疫情防控影响，许广高速湖北随县段通行正常，车流量平稳，在这里，@湖北高速交警随县大队温馨提示：清明出行，驾车行驶需谨慎，切勿超员超载，若要亲人不牵挂，酒后切莫把车驾，从你我做起，文明祭扫，平安清明、交警同行。O网页,,,湖北高速交警随县大队,"清明,交警提醒",0,0,0,2022-04-04 13:20,微博 weibo.com,,,
4754520603886000,LmSksgiVq,2607972104,湖北发布,#江河湖北#【4月3日湖北省新冠肺炎疫情情况（英文版）】4月3日0-24时，全省新增本土确诊病例0例，新增本土无症状感染者9例（其中1例为武汉市报告继发无症状感染者，1例为黄石市报告外省来鄂人员，1例为黄石市报告继发无症状感染者，2例为荆州市报告外省来鄂人员，4例为随州市本土无症状感染者），新增境外输入确诊病例0例，新增境外输入无症状感染者0例，新增疑似病例0例，新增死亡病例0例，当日出院病例1例（为十堰市确诊病例），当日解除无症状感染者医学观察2例（均为境外输入无症状感染者）。截至4月3日24时，在定点医疗机构治疗的本土确诊病例0例；疑似病例0例。尚在集中隔离医学观察的本土无症状感染者52例（其中武汉市4例，孝感市5例，黄冈市3例，黄石市10例，鄂州市2例，襄阳市1例，随州市24例，咸宁市1例，荆州市2例）。在定点医疗机构治疗的境外输入确诊病例4例，均为轻型；尚在集中隔离医学观察的境外输入无症状感染者7例。全省累计治愈出院63875例，累计病亡4512例，累计报告新冠肺炎确诊病例68391例。尚在集中隔离医学观察的密切接触者2079,,,,江河湖北,0,0,2,2022-04-04 13:18,微博 weibo.com,['https://wx1.sinaimg.cn/large/002QuMGcgy1h0xm9d64dcj60u016fjwl02.jpg'],,
4754515951358519,LmScX5HpB,1411163204,健康时报,【多趟列车发现初筛阳性，列车涉阳性感染者如何防疫？】近日，人民日报健康客户端梳理发现，多趟列车涉阳性病例。据湖北省大冶市疫情防控指挥部通报，4月3日下午，大冶市在集中隔离点例行核酸检测时，发现一例新冠肺炎无症状感染者，系上海返冶人员。该无症状感染者3月31日上午从上海虹桥站出发，乘坐G1501列车，13:43到达南昌西站，换乘G648列车于下午17:00到达大冶北站，随即闭环转运至隔离点。4月1日下午，浙江温州市疾控中心发布公告称，昨日温州瑞安新增1例阳性病例，为与外省确诊病例同乘D3141次动车相邻车厢人员。据不完全统计，目前已有三地报告3月28日D3141次动车的关联感染者。4月3日下午，北京市大兴区新冠病毒肺炎疫情防控工作领导小组办公室发布消息称，3日北京大兴新增1人核酸阳性，近日乘G530列车抵京。4月1日下午，浙江温州市疾控中心发布公告称，温州瑞安新增1例阳性病例，为与外省确诊病例同乘D3141次动车相邻车厢人员。据不完全统计，目前已有三地报告3月28日D3141次动车的关联感染者。人民日报健康客户端记者从采访北京西站一位列车工作人员了解到，一般来说如果列车上发现一名“密接旅客”，会把这名旅客的前一节车厢和后一节车厢封控，并收集这三个车厢的旅客基本信息，同时上报铁路的防疫部门，列车进站后全列车不开门，等防疫相关人员到达后，先开启其他车厢错车门，再在开启上述三个车厢的车门，由防疫人员做相关检查，才能决定是放行还是集中隔离。而对于有阳性病例的列车，一般会整个列车都采取上述流程集中隔离。对于下车后确诊阳性的病例，该工作人员介绍，会对其乘坐的相关列车进行全面消杀，根据列车旅客登记信息，通知到每位旅客。乘坐相关列车的乘客要主动向居住地所在社区（村）、工作单位、居住酒店报告；配合属地落实集中隔离、居家隔离、核酸检测、健康监测等防控措施；健康监测期间减少外出，不聚集、不聚餐。如出现发热、干咳、咳痰、咽痛、乏力、腹泻、味觉异常、嗅觉异常等11种症状，不要自行购药、服药，不乘坐公共交通工具、不打网约车等，及时到发热门诊就医。（人民日报健康客户端记者姚欣,,,,,0,0,2,2022-04-04 13:00,微博 weibo.com,,,
4754514383472986,LmSaqeztU,2049435632,新浪湖北健康频道,#英雄医护再出发#【鄂沪心相连再续战疫情湖北医疗队和核酸检测队1200余人驰援上海】同饮一江水，再续战疫情！4月3日，湖北援沪第一批1000余人方舱医疗队和200余人核酸检测队在武汉集结，由省卫生健康委带队分乘两趟专列从武汉站出发前往上海支援。#全国已有上万名医护人员驰援上海##武汉医疗队驰援上海#L新浪湖北健康频道的微博,,,,"英雄医护再出发,全国已有上万名医护人员驰援上海,武汉医疗队驰援上海",1,0,3,2022-04-04 12:53,微博视频号,,,
4754514014113001,LmS9PhfYJ,1649055220,小婉子姐姐,看着首页的新闻，全国要向上海（疫情）发起“总攻”的架势，再次想起两年前那一句“谢谢你们为湖北拼过命”，每每想起都泪目这回能获得什么发自内心的感谢词吗,,,,,0,1,0,2022-04-04 12:52,360安全浏览器,,,
4754511384546329,LmS5Aj4HT,2797392924,东西湖发布,【守“沪”者们来了！湖北援沪医疗队抵达上海】4月3日凌晨，武汉市1000余名医护人员紧急集结，随湖北省第一批支援上海医疗队奔赴上海疫情防控前线。由53位医护人员组成的华中科技大学同济医院援沪医疗队，此次的任务是接管正在建设中的方舱医院。武汉市儿童医院援沪医疗队一共有30人，都是有呼吸内科、急诊、神经内科、心胸外科、手术室等工作背景的党员和骨干，具有较强的专病和危重症处理能力。此次武汉大学中南医院派出了51名医护人员驰援上海，其中包括10名医生，40名护士，1名院感专家，还带了大量的抗疫物资。目前，湖北已有上千医护人员参与援助上海。2020年新冠肺炎疫情期间，上海援鄂医疗队是首批抵达的援鄂医疗队之一。此次“鄂”来守“沪”，大家纷纷表示义不容辞，将弘扬伟大抗疫精神，与上海一起坚守！#上海加油#（湖北经视记者童亮）L经视直播官方微博的微博,,,,上海加油,0,0,0,2022-04-04 12:41,微博视频号,,,
4754510361398424,LmS3W5RNe,5985942585,想雨还是想羽呢,湖北疫情什么时候才能好，我五月份还得去武汉看医生。。。。。。。我真的服了,,,,,0,0,0,2022-04-04 12:37,,,,
4754510268075433,LmS3MxSMV,1569569157,晨报李国平,近日，湖北黄石。疫情原因学校清明假期取消，小学生们得知后在教室哭成一片#清明3天假因疫取消小学生哭成一片#L红星竹雨的微博视频,,,,清明3天假因疫取消小学生哭成一片,0,0,1,2022-04-04 12:37,iPhone客户端,,,
4754509940920951,LmS3g3RA3,5213984357,1CurryM0916,#湖北疫情#幸亏没回去五一之前一定要好,,,,湖北疫情,0,0,1,2022-04-04 12:36,小米10,,,
4754508041425999,LmS0c5YXZ,5683891906,叮叮车尾,#湖北疫情#这样省内五一放假还能回家吗,,,,湖北疫情,0,0,0,2022-04-04 12:28,小米11,,,
4754507009100359,LmRYwCbpZ,1908364672,股市战将妖哥,#湖北疫情#【湖北昨日新增本土无症状感染者9例】湖北卫健委通报，4月3日0-24时，全省新增本土确诊病例0例，新增本土无症状感染者9例（其中1例为武汉市报告继发无症状感染者，1例为黄石市报告外省来鄂人员，1例为黄石市报告继发无症状感染者，2例为荆州市报告外省来鄂人员，4例为随州市本土无症状感染者），新增境外输入确诊病例0例，新增境外输入无症状感染者0例，新增疑似病例0例，新增死亡病例0例，当日出院病例1例（为十堰市确诊病例），当日解除无症状感染者医学观察2例（均为境外输入无症状感染者,,,,湖北疫情,0,0,14,2022-04-04 12:24,,,,
4754502056149852,LmRQxpNRa,7486693965,-雾玖桉祎-,#湖北疫情#家人们我们这边两例了,,,,湖北疫情,0,6,7,2022-04-04 12:04,婧祎老婆的Android,,,
4754500390227281,LmRNR0X7P,3658846777,周金金金-,2020年初我在湖北第一次感受疫情的发生，我经历了和现在一样经历。网络上各种消息层出不穷，我们在家也是人心惶。现在我在上海，这样长时间的居家也憋不疯我了，看着国家的救援从各个地方奔向我们，即使我是这个城市特别微小的一个存在，我仍然感动落泪，不管是19年还是现在，我永远相信没有什么能打败一个团结一心的国家，我们的祖国终会护我们周全。春天值得,,,,,0,2,1,2022-04-04 11:58,iPhone客户端,"['https://wx3.sinaimg.cn/large/da159239ly1h0xjjqnomfj20n00cswiq.jpg', 'https://wx1.sinaimg.cn/large/da159239ly1h0xjjr0hhcj20n00c30wo.jpg', 'https://wx2.sinaimg.cn/large/da159239ly1h0xjjr7dknj20n00c7q73.jpg', 'https://wx3.sinaimg.cn/large/da159239ly1h0xjjrn4w9j21cw0qogq2.jpg', 'https://wx3.sinaimg.cn/large/da159239ly1h0xjjrusnnj20u01hcdlx.jpg', 'https://wx1.sinaimg.cn/large/da159239ly1h0xjjsm6rxj23402c0hdt.jpg']",,
4754499677982428,LmRMHxuAQ,1984649580,湖北升本服务中心,#湖北自考##自考#湖北专升本湖北自学考试疫情防控考生须知4月15、16、17三天考试参加考试的学员，请清明放假，不要乱跑考前提前做好各项疫情规划详情戳戳戳O网页链接,,,,"湖北自考,自考",0,1,0,2022-04-04 11:55,微博 weibo.com,['https://wx3.sinaimg.cn/large/764b596cly1h0xjsbi26oj21hc0qx7fj.jpg'],,
4754498361231176,LmRKA5ahG,1918710881,格桑花的_小窝,#湖北疫情#这么搞五一又不能回去了,,,,湖北疫情,0,0,1,2022-04-04 11:50,华为畅享20 Pro,,,
4754495176966663,LmRFrtelx,5516864434,少女尼斯63,🆘为什么湖北又有疫情了，外省的别乱跑了,,,,,0,0,0,2022-04-04 11:37,vivo X70 蔡司影像,,,
4754495134762240,LmRFnjYSk,7414163046,莎莉的小H,感谢武汉儿童医院支援上海@武汉儿童医院可爱的白衣战士辛苦啦感恩感谢#湖北援沪医疗队##湖北援沪医疗队员均参加过一线抗疫##上海疫情#,,上海,武汉儿童医院,"湖北援沪医疗队,湖北援沪医疗队员均参加过一线抗疫,上海疫情",0,0,15,2022-04-04 11:37,iPhone客户端,"['https://wx1.sinaimg.cn/large/0085L4uWly1h0xj8ru1obj30zi187kdq.jpg', 'https://wx1.sinaimg.cn/large/0085L4uWly1h0xj8s3b8vj30t119jdq2.jpg']",,
4754493642642054,LmRCYb5jM,2104844584,汉江网,#众志成城，齐心协力#【湖北健康码功能更新：这几类人员将收到弹窗！】当前疫情防控形势严峻，清明假期人员流动性增加，为进一步做好疫情防控工作，湖北健康码进行了功能升级，这几类人员通过鄂汇办APP、支付宝打开湖北健康码，将收到弹窗提醒➡️O湖北健康码功能更新：这几类人员将收到弹窗！,,,,众志成城，齐心协力,0,0,0,2022-04-04 11:31,nova5i 2400万AI四摄,,,
4754492886617823,LmRBKrLB5,5231424140,股市李掌柜,上海疫情为何如此严重目前中国新冠病毒疫情上海市特别严重，昨天阳性感染者7千多例，后面估计还有井喷式爆发数字，上海也只有依靠全国各省市救助它了，江苏省湖北省浙江省广西等等省市已经大举救援上海，曾经防疫优等生的上海疫情为何如此严重呢？抗疫其实是一个系统性工程，牵渋到方方面面，政府统筹全局，医护安保社区志愿者等等各种人员配合管理。上海市想做精准防控对付疫情，必须做到一声令下全面配合，不仅仅是口头说说而已，市场传言上海平时抗疫管理较松，坐地铁居然不用看健康码，真叫人不可想象。抗疫必须把工作做到全面细致，落实到位，否则有漏网之鱼就会星星之火可以燎原，新冠病毒传染性极强，防不胜防，只有彻底斩断传染源才能控制疫情。不能斩断传染源那么精准防控就是一句空话了。广州佛山深圳在这方面确实做得好，尤其佛山控制疫情是很严很紧的，同时老百姓也是很配合的。上海市或许在抗疫方面大意疏忽了，只有上上下下崩紧神经，严肃对待，才有可能有精准防控，去年广州市发生疫情没有封城只是封了荔湾区，就是平时控制很严，平时准备工作做得全面，一旦发生疫情迅速就能控制。上海疫情如此严重，动态清零恐怕要两月时间，最后祝上海早日控制疫情恢复正,,,,,0,7,14,2022-04-04 11:28,新版微博 weibo.com,,,
4754492618441563,LmRBjzq2f,2693849655,A麦cc,坐标:湖北随州，小县城因为疫情封闭城区了，想给在乡镇的父亲送点药（乡镇卖的没得他喝的那种），打市长热线12345，我问药没有了就停了吗？接电话工作人员说:没得办法，不能出去。其他封城的地区这种情况也是，没得办法吗？#疫情防控#,,,,疫情防控,0,1,0,2022-04-04 11:27,vivo NEX双屏版,,,
4754490056247323,LmRxbqddh,6855539576,浮梦KMEN,【直击上海全市核酸检测】为尽快遏制疫情扩散蔓延，尽早实现社会面动态清零，根据前期核酸筛查情况，上海于4日在全市范围内开展一次核酸检测。@人民日报江苏疫情小组已乘坐大巴支援上海，湖北抗疫小组也已经出发支援上海疫情！让我们为上海祈福，加油，全国人民与你们一起抗疫！,,,人民日报,,0,0,0,2022-04-04 11:17,OPPO Reno5 5G,,,
4754489842335775,LmRwQ9NDN,2051045567,小猪呼噜噜_Usmile,上海这波疫情很祸害人啊，我大湖北几个有从沪返鄂有无症状感染者的县市连夜开展全员核酸检测，估计还要做多轮核酸检测，喉咙要长茧子了，草,,,,,1,1,2,2022-04-04 11:16,华为nova 8 Pro,,,
4754489720966472,LmRwE43qg,2019021371,JXX猜寂,#湖北疫情#求一个教招推迟我真的很害怕,,恩施土家族苗族自治州,,湖北疫情,0,1,0,2022-04-04 11:15,iPhone客户端,,,
4754489057739688,LmRvzwtrG,1840551510,湖北之声,#鄂来守沪##湖北驰援上海#连日来，上海疫情牵动全国人民的心，来自全国各地的医疗队紧急驰援。武汉市第三医院派出呼吸与危重症医学科、手术麻醉科、肾内科、重症医学科等一批有抗疫经验的医护人员参与此次支援。其中医生5人，护理人员25人，院感1人。并且准备了充足的防护物资。该院首义院区血透室护士长为了不让父母担心，告诉父母自己只是去外地学习一个月。武汉市第三医院领队、呼吸与危重症医学科医生丁敏说：“武汉战疫期间，上海瑞金医院支援了我们，给予了我们极大帮助。现在，武汉人民与他们携手共渡难关。”（湖北之声记者张伟杰通讯员江泓颖周,,,,"鄂来守沪,湖北驰援上海",0,3,13,2022-04-04 11:13,微博 weibo.com,"['https://wx3.sinaimg.cn/large/6db49656gy1h0ximhnozlj21900u0n68.jpg', 'https://wx1.sinaimg.cn/large/6db49656gy1h0ximmtmtyj21900u0dl3.jpg', 'https://wx3.sinaimg.cn/large/6db49656gy1h0ximucmo2j21400u0dsr.jpg', 'https://wx4.sinaimg.cn/large/6db49656gy1h0ximxqirwj20qo0caacs.jpg']",,
4754488861395179,LmRvg5QWT,3163693955,唐哲同学,刚在我亲戚家门口的高速上看到几台加长大货车鱼贯驶过车身上都写着巨幅的红色大标语“湖北荆门驰援上海生鲜运输车”湖北“小龙虾”真是好样的希望上海疫情的阴霾早日散去希望上海人民早日恢复生活秩序如果上海提早两周行动也不至于今天般的如此被动🙏#上海新增本土确诊425例无症状8581,,黄冈·簰形塆村,,上海新增本土确诊425例无症状8581例,0,4,37,2022-04-04 11:12,荣耀50 Pro 5G,['https://wx1.sinaimg.cn/large/bc922383gy1h0xik46mn4j230g29chdv.jpg'],,
4754488718002306,LmRv1xzLs,2120489732,行摄香港,【#上海疾控领导和市民对话录音曝光#：打满三针疫苗，新冠就是感冒】#上海疫情已外溢全国21个省71个市##上海疫情##一人一句反话大赛##湖北##深圳疫情##东莞疫情##随州#4月2日：@猫头鹰视频）L猫头鹰视频的微博视频,,,猫头鹰视频,"上海疾控领导和市民对话录音曝光,上海疫情已外溢全国21个省71个市,上海疫情,一人一句反话大赛,湖北,深圳疫情,东莞疫情,随州",1,0,9,2022-04-04 11:11,Android,,,
4754488185586481,LmRuanrix,2303695174,荆门发布,【2022年4月3日湖北省新冠肺炎疫情情况】4月3日0-24时，全省新增本土确诊病例0例，新增本土无症状感染者9例（其中1例为武汉市报告继发无症状感染者，1例为黄石市报告外省来鄂人员，1例为黄石市报告继发无症状感染者，2例为荆州市报告外省来鄂人员，4例为随州市本土无症状感染者），新增境外输入确诊病例0例，新增境外输入无症状感染者0例，新增疑似病例0例，新增死亡病例0例，当日出院病例1例（为十堰市确诊病例），当日解除无症状感染者医学观察2例（均为境外输入无症状感染者）。截至4月3日24时，在定点医疗机构治疗的本土确诊病例0例；疑似病例0例。尚在集中隔离医学观察的本土无症状感染者52例（其中武汉市4例，孝感市5例，黄冈市3例，黄石市10例，鄂州市2例，襄阳市1例，随州市24例，咸宁市1例，荆州市2例）。在定点医疗机构治疗的境外输入确诊病例4例，均为轻型；尚在集中隔离医学观察的境外输入无症状感染者7例。全省累计治愈出院63875例，累计病亡4512例，累计报告新冠肺炎确诊病例68391例。尚在集中隔离医学观察的密切接触者2079,,,,,0,0,1,2022-04-04 11:09,微博 weibo.com,,,
